Exchange,Token,Lotsize,Symbol,Tradingsymbol,Instrument,Expiry,Strike,Optiontype
BFO,870375,500,360ONE,360ONE25NOV940CE,OPTSTK,27-NOV-2025,940,CE
BFO,866928,500,360ONE,360ONE25NOV920CE,OPTSTK,27-NOV-2025,920,CE
BFO,868908,500,360ONE,360ONE25NOVFUT,FUTSTK,27-NOV-2025,0,XX
BFO,850425,500,360ONE,360ONE25OCTFUT,FUTSTK,30-OCT-2025,0,XX
BFO,871546,500,360ONE,360ONE25NOV1000CE,OPTSTK,27-NOV-2025,1000,CE
BFO,868576,500,360ONE,360ONE25NOV1020CE,OPTSTK,27-NOV-2025,1020,CE
BFO,865579,500,360ONE,360ONE25NOV1040CE,OPTSTK,27-NOV-2025,1040,CE
BFO,868967,500,360ONE,360ONE25NOV1060CE,OPTSTK,27-NOV-2025,1060,CE
BFO,865981,500,360ONE,360ONE25NOV1080CE,OPTSTK,27-NOV-2025,1080,CE
BFO,870003,500,360ONE,360ONE25NOV1100CE,OPTSTK,27-NOV-2025,1100,CE
BFO,866978,500,360ONE,360ONE25NOV1120CE,OPTSTK,27-NOV-2025,1120,CE
BFO,870423,500,360ONE,360ONE25NOV1140CE,OPTSTK,27-NOV-2025,1140,CE
BFO,867382,500,360ONE,360ONE25NOV1160CE,OPTSTK,27-NOV-2025,1160,CE
BFO,870831,500,360ONE,360ONE25NOV1180CE,OPTSTK,27-NOV-2025,1180,CE
BFO,876816,500,360ONE,360ONE25NOV880CE,OPTSTK,27-NOV-2025,880,CE
BFO,869950,500,360ONE,360ONE25NOV900CE,OPTSTK,27-NOV-2025,900,CE
BFO,867641,500,360ONE,360ONE25NOV940PE,OPTSTK,27-NOV-2025,940,PE
BFO,871086,500,360ONE,360ONE25NOV960PE,OPTSTK,27-NOV-2025,960,PE
BFO,868100,500,360ONE,360ONE25NOV980PE,OPTSTK,27-NOV-2025,980,PE
BFO,854868,500,360ONE,360ONE25OCT1300CE,OPTSTK,30-OCT-2025,1300,CE
BFO,851900,500,360ONE,360ONE25OCT1320CE,OPTSTK,30-OCT-2025,1320,CE
BFO,855274,500,360ONE,360ONE25OCT1340CE,OPTSTK,30-OCT-2025,1340,CE
BFO,858398,500,360ONE,360ONE25OCT1360CE,OPTSTK,30-OCT-2025,1360,CE
BFO,864652,500,360ONE,360ONE25OCT880CE,OPTSTK,30-OCT-2025,880,CE
BFO,864357,500,360ONE,360ONE25OCT900CE,OPTSTK,30-OCT-2025,900,CE
BFO,861902,500,360ONE,360ONE25OCT920CE,OPTSTK,30-OCT-2025,920,CE
BFO,860154,500,360ONE,360ONE25OCT940CE,OPTSTK,30-OCT-2025,940,CE
BFO,859917,500,360ONE,360ONE25OCT960CE,OPTSTK,30-OCT-2025,960,CE
BFO,858986,500,360ONE,360ONE25OCT980CE,OPTSTK,30-OCT-2025,980,CE
BFO,858596,500,360ONE,360ONE25OCT1000PE,OPTSTK,30-OCT-2025,1000,PE
BFO,858760,500,360ONE,360ONE25OCT1020PE,OPTSTK,30-OCT-2025,1020,PE
BFO,856760,500,360ONE,360ONE25OCT1040PE,OPTSTK,30-OCT-2025,1040,PE
BFO,854922,500,360ONE,360ONE25OCT1060PE,OPTSTK,30-OCT-2025,1060,PE
BFO,851943,500,360ONE,360ONE25OCT1080PE,OPTSTK,30-OCT-2025,1080,PE
BFO,850886,500,360ONE,360ONE25OCT1280CE,OPTSTK,30-OCT-2025,1280,CE
BFO,853844,500,360ONE,360ONE25OCT1260CE,OPTSTK,30-OCT-2025,1260,CE
BFO,858519,500,360ONE,360ONE25OCT1000CE,OPTSTK,30-OCT-2025,1000,CE
BFO,858693,500,360ONE,360ONE25OCT1020CE,OPTSTK,30-OCT-2025,1020,CE
BFO,856598,500,360ONE,360ONE25OCT1040CE,OPTSTK,30-OCT-2025,1040,CE
BFO,853428,500,360ONE,360ONE25OCT1060CE,OPTSTK,30-OCT-2025,1060,CE
BFO,850490,500,360ONE,360ONE25OCT1080CE,OPTSTK,30-OCT-2025,1080,CE
BFO,854457,500,360ONE,360ONE25OCT1100CE,OPTSTK,30-OCT-2025,1100,CE
BFO,851486,500,360ONE,360ONE25OCT1120CE,OPTSTK,30-OCT-2025,1120,CE
BFO,854878,500,360ONE,360ONE25OCT1140CE,OPTSTK,30-OCT-2025,1140,CE
BFO,852890,500,360ONE,360ONE25OCT1120PE,OPTSTK,30-OCT-2025,1120,PE
BFO,850480,500,360ONE,360ONE25OCT1240CE,OPTSTK,30-OCT-2025,1240,CE
BFO,853416,500,360ONE,360ONE25OCT1220CE,OPTSTK,30-OCT-2025,1220,CE
BFO,858532,500,360ONE,360ONE25SEP1020PE,OPTSTK,25-SEP-2025,1020,PE
BFO,850084,500,360ONE,360ONE25OCT1200CE,OPTSTK,30-OCT-2025,1200,CE
BFO,855291,500,360ONE,360ONE25OCT1180CE,OPTSTK,30-OCT-2025,1180,CE
BFO,851909,500,360ONE,360ONE25OCT1160CE,OPTSTK,30-OCT-2025,1160,CE
BFO,856860,125,ABB,ABB25OCT4900PE,OPTSTK,30-OCT-2025,4900,PE
BFO,866183,125,ABB,ABB25NOV5500CE,OPTSTK,27-NOV-2025,5500,CE
BFO,850685,125,ABB,ABB25OCT5500CE,OPTSTK,30-OCT-2025,5500,CE
BFO,855080,125,ABB,ABB25OCT5400CE,OPTSTK,30-OCT-2025,5400,CE
BFO,850284,125,ABB,ABB25OCT5300CE,OPTSTK,30-OCT-2025,5300,CE
BFO,851860,125,ABB,ABB25OCT5200CE,OPTSTK,30-OCT-2025,5200,CE
BFO,856454,125,ABB,ABB25OCT5100CE,OPTSTK,30-OCT-2025,5100,CE
BFO,856754,125,ABB,ABB25OCT5000CE,OPTSTK,30-OCT-2025,5000,CE
BFO,856703,125,ABB,ABB25OCT4900CE,OPTSTK,30-OCT-2025,4900,CE
BFO,862261,125,ABB,ABB25OCT4800CE,OPTSTK,30-OCT-2025,4800,CE
BFO,863176,125,ABB,ABB25OCT4700CE,OPTSTK,30-OCT-2025,4700,CE
BFO,863412,125,ABB,ABB25OCT4600CE,OPTSTK,30-OCT-2025,4600,CE
BFO,863436,125,ABB,ABB25OCT4500CE,OPTSTK,30-OCT-2025,4500,CE
BFO,863458,125,ABB,ABB25OCT4400CE,OPTSTK,30-OCT-2025,4400,CE
BFO,864285,125,ABB,ABB25OCT4300CE,OPTSTK,30-OCT-2025,4300,CE
BFO,877587,125,ABB,ABB25NOV5900PE,OPTSTK,27-NOV-2025,5900,PE
BFO,849110,125,ABB,ABB25OCT5600CE,OPTSTK,30-OCT-2025,5600,CE
BFO,851072,125,ABB,ABB25OCT5700CE,OPTSTK,30-OCT-2025,5700,CE
BFO,862383,125,ABB,ABB25OCT4800PE,OPTSTK,30-OCT-2025,4800,PE
BFO,863339,125,ABB,ABB25OCT4700PE,OPTSTK,30-OCT-2025,4700,PE
BFO,863435,125,ABB,ABB25OCT4600PE,OPTSTK,30-OCT-2025,4600,PE
BFO,863454,125,ABB,ABB25OCT4500PE,OPTSTK,30-OCT-2025,4500,PE
BFO,863380,125,ABB,ABB25OCT4400PE,OPTSTK,30-OCT-2025,4400,PE
BFO,864412,125,ABB,ABB25OCT4300PE,OPTSTK,30-OCT-2025,4300,PE
BFO,852840,125,ABB,ABB25OCT6600CE,OPTSTK,30-OCT-2025,6600,CE
BFO,854446,125,ABB,ABB25OCT6500CE,OPTSTK,30-OCT-2025,6500,CE
BFO,852446,125,ABB,ABB25OCT6400CE,OPTSTK,30-OCT-2025,6400,CE
BFO,854025,125,ABB,ABB25OCT6300CE,OPTSTK,30-OCT-2025,6300,CE
BFO,852065,125,ABB,ABB25OCT6200CE,OPTSTK,30-OCT-2025,6200,CE
BFO,853609,125,ABB,ABB25OCT6100CE,OPTSTK,30-OCT-2025,6100,CE
BFO,855214,125,ABB,ABB25OCT6000CE,OPTSTK,30-OCT-2025,6000,CE
BFO,854297,125,ABB,ABB25OCT5900CE,OPTSTK,30-OCT-2025,5900,CE
BFO,849518,125,ABB,ABB25OCT5800CE,OPTSTK,30-OCT-2025,5800,CE
BFO,876909,125,ABB,ABB25NOV5800PE,OPTSTK,27-NOV-2025,5800,PE
BFO,868072,125,ABB,ABB25NOV5700PE,OPTSTK,27-NOV-2025,5700,PE
BFO,866076,125,ABB,ABB25NOV5600PE,OPTSTK,27-NOV-2025,5600,PE
BFO,845391,125,ABB,ABB25SEP6800PE,OPTSTK,25-SEP-2025,6800,PE
BFO,870618,125,ABB,ABB25NOV5400CE,OPTSTK,27-NOV-2025,5400,CE
BFO,865771,125,ABB,ABB25NOV5300CE,OPTSTK,27-NOV-2025,5300,CE
BFO,870235,125,ABB,ABB25NOV5200CE,OPTSTK,27-NOV-2025,5200,CE
BFO,871780,125,ABB,ABB25NOV5100CE,OPTSTK,27-NOV-2025,5100,CE
BFO,866947,125,ABB,ABB25NOV5000CE,OPTSTK,27-NOV-2025,5000,CE
BFO,869626,125,ABB,ABB25NOV4900CE,OPTSTK,27-NOV-2025,4900,CE
BFO,867592,125,ABB,ABB25NOV4800CE,OPTSTK,27-NOV-2025,4800,CE
BFO,869219,125,ABB,ABB25NOV4700CE,OPTSTK,27-NOV-2025,4700,CE
BFO,867210,125,ABB,ABB25NOV4600CE,OPTSTK,27-NOV-2025,4600,CE
BFO,868801,125,ABB,ABB25NOV4500CE,OPTSTK,27-NOV-2025,4500,CE
BFO,866800,125,ABB,ABB25NOV4400CE,OPTSTK,27-NOV-2025,4400,CE
BFO,868411,125,ABB,ABB25NOV4300CE,OPTSTK,27-NOV-2025,4300,CE
BFO,854729,125,ABB,ABB25OCTFUT,FUTSTK,30-OCT-2025,0,XX
BFO,866832,125,ABB,ABB25NOVFUT,FUTSTK,27-NOV-2025,0,XX
BFO,871019,125,ABB,ABB25NOV5600CE,OPTSTK,27-NOV-2025,5600,CE
BFO,866568,125,ABB,ABB25NOV5700CE,OPTSTK,27-NOV-2025,5700,CE
BFO,867623,125,ABB,ABB25NOV5500PE,OPTSTK,27-NOV-2025,5500,PE
BFO,865671,125,ABB,ABB25NOV5400PE,OPTSTK,27-NOV-2025,5400,PE
BFO,867231,125,ABB,ABB25NOV5300PE,OPTSTK,27-NOV-2025,5300,PE
BFO,871671,125,ABB,ABB25NOV5200PE,OPTSTK,27-NOV-2025,5200,PE
BFO,866826,125,ABB,ABB25NOV5100PE,OPTSTK,27-NOV-2025,5100,PE
BFO,868428,125,ABB,ABB25NOV5000PE,OPTSTK,27-NOV-2025,5000,PE
BFO,870685,125,ABB,ABB25NOV4700PE,OPTSTK,27-NOV-2025,4700,PE
BFO,871089,125,ABB,ABB25NOV4900PE,OPTSTK,27-NOV-2025,4900,PE
BFO,869098,125,ABB,ABB25NOV4800PE,OPTSTK,27-NOV-2025,4800,PE
BFO,868700,125,ABB,ABB25NOV4600PE,OPTSTK,27-NOV-2025,4600,PE
BFO,870286,125,ABB,ABB25NOV4500PE,OPTSTK,27-NOV-2025,4500,PE
BFO,871834,125,ABB,ABB25NOV4400PE,OPTSTK,27-NOV-2025,4400,PE
BFO,869883,125,ABB,ABB25NOV4300PE,OPTSTK,27-NOV-2025,4300,PE
BFO,877715,125,ABB,ABB25NOV5900CE,OPTSTK,27-NOV-2025,5900,CE
BFO,877108,125,ABB,ABB25NOV5800CE,OPTSTK,27-NOV-2025,5800,CE
BFO,836862,125,ABB,ABB25SEPFUT,FUTSTK,25-SEP-2025,0,XX
BFO,836048,125,ABB,ABB25SEP6700PE,OPTSTK,25-SEP-2025,6700,PE
BFO,856630,125,ABB,ABB25SEP4900PE,OPTSTK,25-SEP-2025,4900,PE
BFO,862846,125,ABB,ABB25SEP4700PE,OPTSTK,25-SEP-2025,4700,PE
BFO,863416,125,ABB,ABB25SEP4600PE,OPTSTK,25-SEP-2025,4600,PE
BFO,863384,125,ABB,ABB25SEP4500PE,OPTSTK,25-SEP-2025,4500,PE
BFO,863407,125,ABB,ABB25SEP4400PE,OPTSTK,25-SEP-2025,4400,PE
BFO,864314,125,ABB,ABB25SEP4300PE,OPTSTK,25-SEP-2025,4300,PE
BFO,845025,125,ABB,ABB25SEP6800CE,OPTSTK,25-SEP-2025,6800,CE
BFO,834451,125,ABB,ABB25SEP6700CE,OPTSTK,25-SEP-2025,6700,CE
BFO,832301,125,ABB,ABB25SEP6600CE,OPTSTK,25-SEP-2025,6600,CE
BFO,834007,125,ABB,ABB25SEP6500CE,OPTSTK,25-SEP-2025,6500,CE
BFO,831881,125,ABB,ABB25SEP6400CE,OPTSTK,25-SEP-2025,6400,CE
BFO,833585,125,ABB,ABB25SEP6300CE,OPTSTK,25-SEP-2025,6300,CE
BFO,835291,125,ABB,ABB25SEP6200CE,OPTSTK,25-SEP-2025,6200,CE
BFO,833139,125,ABB,ABB25SEP6100CE,OPTSTK,25-SEP-2025,6100,CE
BFO,834848,125,ABB,ABB25SEP6000CE,OPTSTK,25-SEP-2025,6000,CE
BFO,856669,125,ABB,ABB25SEP5000PE,OPTSTK,25-SEP-2025,5000,PE
BFO,848208,125,ABB,ABB25SEP5100PE,OPTSTK,25-SEP-2025,5100,PE
BFO,833882,125,ABB,ABB25SEP6600PE,OPTSTK,25-SEP-2025,6600,PE
BFO,835610,125,ABB,ABB25SEP6500PE,OPTSTK,25-SEP-2025,6500,PE
BFO,837284,125,ABB,ABB25SEP6400PE,OPTSTK,25-SEP-2025,6400,PE
BFO,835182,125,ABB,ABB25SEP6300PE,OPTSTK,25-SEP-2025,6300,PE
BFO,836860,125,ABB,ABB25SEP6200PE,OPTSTK,25-SEP-2025,6200,PE
BFO,834723,125,ABB,ABB25SEP6100PE,OPTSTK,25-SEP-2025,6100,PE
BFO,836432,125,ABB,ABB25SEP6000PE,OPTSTK,25-SEP-2025,6000,PE
BFO,832367,125,ABB,ABB25SEP5900PE,OPTSTK,25-SEP-2025,5900,PE
BFO,837145,125,ABB,ABB25SEP5800PE,OPTSTK,25-SEP-2025,5800,PE
BFO,831949,125,ABB,ABB25SEP5700PE,OPTSTK,25-SEP-2025,5700,PE
BFO,833664,125,ABB,ABB25SEP5600PE,OPTSTK,25-SEP-2025,5600,PE
BFO,838377,125,ABB,ABB25SEP5500PE,OPTSTK,25-SEP-2025,5500,PE
BFO,833205,125,ABB,ABB25SEP5400PE,OPTSTK,25-SEP-2025,5400,PE
BFO,837924,125,ABB,ABB25SEP5300PE,OPTSTK,25-SEP-2025,5300,PE
BFO,840707,125,ABB,ABB25SEP5200PE,OPTSTK,25-SEP-2025,5200,PE
BFO,837672,125,ABB,ABB25SEP5900CE,OPTSTK,25-SEP-2025,5900,CE
BFO,856556,125,ABB,ABB25OCT5000PE,OPTSTK,30-OCT-2025,5000,PE
BFO,854329,125,ABB,ABB25OCT6600PE,OPTSTK,30-OCT-2025,6600,PE
BFO,849546,125,ABB,ABB25OCT6500PE,OPTSTK,30-OCT-2025,6500,PE
BFO,853912,125,ABB,ABB25OCT6400PE,OPTSTK,30-OCT-2025,6400,PE
BFO,849136,125,ABB,ABB25OCT6300PE,OPTSTK,30-OCT-2025,6300,PE
BFO,853509,125,ABB,ABB25OCT6200PE,OPTSTK,30-OCT-2025,6200,PE
BFO,855106,125,ABB,ABB25OCT6100PE,OPTSTK,30-OCT-2025,6100,PE
BFO,850316,125,ABB,ABB25OCT6000PE,OPTSTK,30-OCT-2025,6000,PE
BFO,852902,125,ABB,ABB25OCT5900PE,OPTSTK,30-OCT-2025,5900,PE
BFO,850977,125,ABB,ABB25OCT5800PE,OPTSTK,30-OCT-2025,5800,PE
BFO,852510,125,ABB,ABB25OCT5700PE,OPTSTK,30-OCT-2025,5700,PE
BFO,850584,125,ABB,ABB25OCT5600PE,OPTSTK,30-OCT-2025,5600,PE
BFO,852122,125,ABB,ABB25OCT5500PE,OPTSTK,30-OCT-2025,5500,PE
BFO,850190,125,ABB,ABB25OCT5400PE,OPTSTK,30-OCT-2025,5400,PE
BFO,851748,125,ABB,ABB25OCT5300PE,OPTSTK,30-OCT-2025,5300,PE
BFO,853280,125,ABB,ABB25OCT5200PE,OPTSTK,30-OCT-2025,5200,PE
BFO,856092,125,ABB,ABB25OCT5100PE,OPTSTK,30-OCT-2025,5100,PE
BFO,864196,125,ABB,ABB25SEP4300CE,OPTSTK,25-SEP-2025,4300,CE
BFO,863387,125,ABB,ABB25SEP4400CE,OPTSTK,25-SEP-2025,4400,CE
BFO,835574,125,ABB,ABB25SEP5800CE,OPTSTK,25-SEP-2025,5800,CE
BFO,835152,125,ABB,ABB25SEP5600CE,OPTSTK,25-SEP-2025,5600,CE
BFO,837254,125,ABB,ABB25SEP5700CE,OPTSTK,25-SEP-2025,5700,CE
BFO,862282,125,ABB,ABB25SEP4800PE,OPTSTK,25-SEP-2025,4800,PE
BFO,836832,125,ABB,ABB25SEP5500CE,OPTSTK,25-SEP-2025,5500,CE
BFO,831631,125,ABB,ABB25SEP5400CE,OPTSTK,25-SEP-2025,5400,CE
BFO,836411,125,ABB,ABB25SEP5300CE,OPTSTK,25-SEP-2025,5300,CE
BFO,841192,125,ABB,ABB25SEP5200CE,OPTSTK,25-SEP-2025,5200,CE
BFO,848172,125,ABB,ABB25SEP5100CE,OPTSTK,25-SEP-2025,5100,CE
BFO,856527,125,ABB,ABB25SEP5000CE,OPTSTK,25-SEP-2025,5000,CE
BFO,863461,125,ABB,ABB25SEP4500CE,OPTSTK,25-SEP-2025,4500,CE
BFO,863393,125,ABB,ABB25SEP4600CE,OPTSTK,25-SEP-2025,4600,CE
BFO,862702,125,ABB,ABB25SEP4700CE,OPTSTK,25-SEP-2025,4700,CE
BFO,862158,125,ABB,ABB25SEP4800CE,OPTSTK,25-SEP-2025,4800,CE
BFO,856838,125,ABB,ABB25SEP4900CE,OPTSTK,25-SEP-2025,4900,CE
BFO,871541,3100,ABCAPITAL,ABCAPITAL25NOV265CE,OPTSTK,27-NOV-2025,265,CE
BFO,871374,3100,ABCAPITAL,ABCAPITAL25NOV260CE,OPTSTK,27-NOV-2025,260,CE
BFO,866633,3100,ABCAPITAL,ABCAPITAL25NOV255CE,OPTSTK,27-NOV-2025,255,CE
BFO,866460,3100,ABCAPITAL,ABCAPITAL25NOV250CE,OPTSTK,27-NOV-2025,250,CE
BFO,868160,3100,ABCAPITAL,ABCAPITAL25NOV245CE,OPTSTK,27-NOV-2025,245,CE
BFO,867981,3100,ABCAPITAL,ABCAPITAL25NOV240CE,OPTSTK,27-NOV-2025,240,CE
BFO,852899,3100,ABCAPITAL,ABCAPITAL25OCTFUT,FUTSTK,30-OCT-2025,0,XX
BFO,871441,3100,ABCAPITAL,ABCAPITAL25NOVFUT,FUTSTK,27-NOV-2025,0,XX
BFO,834935,3100,ABCAPITAL,ABCAPITAL25SEPFUT,FUTSTK,25-SEP-2025,0,XX
BFO,839259,3100,ABCAPITAL,ABCAPITAL25SEP222.5PE,OPTSTK,25-SEP-2025,223,PE
BFO,853839,3100,ABCAPITAL,ABCAPITAL25OCT275CE,OPTSTK,30-OCT-2025,275,CE
BFO,869909,3100,ABCAPITAL,ABCAPITAL25NOV270CE,OPTSTK,27-NOV-2025,270,CE
BFO,833397,3100,ABCAPITAL,ABCAPITAL25SEP225CE,OPTSTK,25-SEP-2025,225,CE
BFO,840257,3100,ABCAPITAL,ABCAPITAL25SEP272.5CE,OPTSTK,25-SEP-2025,273,CE
BFO,841249,3100,ABCAPITAL,ABCAPITAL25SEP275CE,OPTSTK,25-SEP-2025,275,CE
BFO,841381,3100,ABCAPITAL,ABCAPITAL25SEP277.5CE,OPTSTK,25-SEP-2025,278,CE
